(0.9532133912150691,0.015399854453518474)
(0.19391852049610683,0.0)
(0.193322790913327,1.0580763820694356E-4)
(0.16854204626218205,0.0)
(0.16915973378421081,2.0120511676595656E-5)
(0.18445681623133126,0.0)
(0.16726208914629703,3.4231631110697374E-4)
(0.18115697452566176,3.20822127888155E-4)
(0.17196315456029518,2.0892603325160987E-4)
(0.17177591201268913,1.3321584316336907E-4)
(0.17573840913505534,0.0)
(0.16795264758103068,6.16228580225158E-5)
(0.17444855599851133,2.7577635735260284E-4)
(0.18087473238270227,0.0)
(0.17282724330093532,0.0)
(0.1764727722274546,0.0)
(0.17907145624659948,1.0066424544595295E-5)
(0.17550278979618045,5.6963987548246056E-5)
(0.17735010886132072,0.0)
(0.1784737185846635,0.0)
(0.17385547849065225,1.2447979526224019E-5)
(1.0,0.0)
(0.1782455835222179,0.0)
(0.8386122154449711,0.00786129923087353)
(0.5695946810597176,0.002569917413926228)
(0.19219464801089173,2.8826256015978733E-4)
(0.1631285235639239,2.9294217054325896E-5)
(0.1652465448888164,1.510949924253336E-4)
(0.1667014612634358,1.1638362576171602E-4)
(0.1938338228284704,0.0)
(0.16694650322638546,0.0)
(0.17038564809491039,1.4041055995710314E-4)
(0.17060535501460028,6.253769106630906E-5)
(0.1839144111674037,7.892973569267995E-4)
(0.16740604724485583,0.0)
(0.16774680575673687,2.1831525437197456E-5)
(0.17278149678969446,1.2154569344820366E-4)
(0.17881044339987662,0.0)
(0.17527683346809897,0.0)
(0.1723509707533787,1.583532718719404E-4)
(0.17584994341495436,4.570764262624198E-5)
(0.1733558898023127,0.0)
(0.17285225637307117,8.809597639885682E-5)
(0.1773885394898905,0.0)
(0.1,0.0)
(0.526212873156638,0.0021375920972222335)
(0.4486051710517624,6.663943370422165E-4)
(0.34261437647400084,0.0016381009899470102)
(0.28042955976431855,0.0)
(0.6466090245843191,5.917890176360475E-4)
(0.6018420042323414,0.0016244578842618236)
(0.32969786071694507,0.0)
(0.375477981013248,0.0012444745239070683)
(0.2713478101503616,0.0)
(0.3100585470130692,7.114893549895675E-4)
(0.4975795315182845,0.0)
(0.25685825940962115,0.0)
(0.6864675839997229,0.0011460988693500688)
(0.2604335194562547,0.0)
(0.29325884444772404,2.0426586773377153E-4)
(0.22363573074636245,0.0)
(0.2450142608820728,0.0)
(0.1992511425294082,0.0)
(0.20387420408225235,0.0)
(0.2345063657801565,0.0)
(0.638939777988493,0.0)
(0.15076602358835167,0.0)
(0.40443152791184633,7.295246129459049E-4)
(0.2414897387050402,0.0)
(0.2320649558881866,0.0)
(0.21286765183317838,0.0)
(0.20809231543158935,0.0)
(0.37276993012918685,7.050734633314038E-4)
(0.11374171588548172,5.450759319241977E-4)
(0.21840221844366017,0.0)
(0.1298860513284392,3.23498720136826E-4)
(0.11199436340278261,6.630016690509219E-5)
(0.10310681542571595,8.61314782343923E-5)
(0.2198760939800442,0.0)
(0.14614140560294483,3.988158960743182E-4)
(0.15292362282762542,0.0)
(0.4894130009777266,0.0)
(0.1011595869313889,8.572401564958139E-4)
(0.10869030338281002,3.027173682406463E-4)
(0.13444292638098568,0.0)
(0.14333892404004642,1.0755222317677234E-4)
(0.11918799164440069,2.6049652223503547E-4)
(0.1575027217414881,1.4288786665358114E-4)
(0.13528228086263117,5.523880592771801E-4)
(0.13973654665910018,5.130965953669664E-4)
(0.16088901946139206,2.9663067751912666E-5)
(0.1580052655717889,2.90076818116815E-4)
(0.11052261112634981,6.821649603461601E-5)
(0.11524057123880216,3.171216725763298E-4)
(0.1254976339981531,7.180717507982015E-5)
(0.15514035040687724,1.332854924810958E-4)
(0.12437233646610255,4.6715023026160286E-5)
(0.12333495149555912,4.3549428848727755E-4)
(0.12668574236709448,3.8054752351738836E-5)
(0.686836651895796,6.903365024454513E-4)
