(0.7769854035964925, 1.2880035717692844)
(0.5276404287968258, 1.8966116991908228)
(0.47309832947148, 2.115178910741606)
(0.11479363161380086, 8.716769615311716)
(0.4021349081639531, 2.488537617154457)
(0.5223561910570178, 1.915691336879081)
(0.766935380019091, 1.304709409435644)
(0.17614458369716154, 5.681927775764973)
(0.1481875016840275, 6.754637064578186)
(0.22372939978322465, 4.473846468633011)
(0.9226189709965491, 1.084565827646968)
(0.6999175843375427, 1.429524287394946)
(0.7125249490442078, 1.404393739098427)
(0.8153047602416991, 1.2272030277805654)
(0.8779025460580415, 1.1396985808749096)
(0.15122339102712812, 6.619410718326891)
(0.7836717429855918, 1.2765626813975979)
(0.49406773538961013, 2.025392948277677)
(0.4625362791098052, 2.1636690165601125)
(0.5493022675123639, 1.82162299131521)
(0.21338106923031935, 4.689298013261697)
(0.68910959012095, 1.4521255863426488)
(0.20043434749312272, 4.9938954256578185)
(0.7020224561039085, 1.4252720507586167)
(1.0, 1.000824331715283)
(1.0, 1.0008157818010877)
(0.9540552337073231, 1.048866441992172)
(0.35781239619216143, 2.796905482170087)
(0.3295171633295465, 3.034743288925169)
(0.495972367795645, 2.0178080854021267)
(0.49125847847267523, 2.0370824252533466)
(0.8805029098347931, 1.136471023168707)
(0.532682083620621, 1.878573536047209)
(0.7851710829520704, 1.27443778381854)
(0.9525502438993515, 1.050532474898866)
(0.6832319316387196, 1.4644813821033769)
(0.6249153184407138, 1.6011100253853114)
(0.928903290020634, 1.0771761653772247)
(0.6521279298063143, 1.534609434479735)
(0.8842485633376386, 1.13159873110744)
(0.9735957556893896, 1.0278105221917533)
(0.34453794259063375, 2.9046299189623457)
(0.9282959044059644, 1.0779567328819502)
(0.508949967814318, 1.9667137346245964)
(0.2914020152110418, 3.435105291982052)
(0.4818491176204879, 2.076605818244382)
(0.6917034894071761, 1.4464676095768587)
(0.8210931801962873, 1.2186984840098847)
(0.8293030793083532, 1.2065473064979069)
(0.7262012233058276, 1.378084307953719)
(0.1, 10.006345036498837)
(0.5810442583159227, 1.722306882172911)
(0.6575715888584133, 1.5218241354269302)
(0.5917537362582485, 1.69092099336101)
(0.1348980870655073, 7.4176413507643115)
(0.497323589941529, 2.0122821640523285)
(0.7834739986609887, 1.2770498481441428)
(0.4318935062680894, 2.316865091592627)
(0.41745556442152915, 2.3968097636519614)
(0.2029779914209459, 4.930766250510863)
(0.1134854777201171, 8.818277823989089)
(0.4484416031638349, 2.232243027078746)
(0.5993746011171501, 1.6696406686038703)
(1.0, 1.0007483351875672)
(0.6376858355465315, 1.5694019402383168)
(0.705749138428623, 1.4176824818857956)
(0.22114980653521205, 4.524660369995354)
(0.31506130198097954, 3.1764883938130755)
(0.4812389318402204, 2.080035069461985)
(0.2385105706680724, 4.197063430657645)
(0.790287267799061, 1.2665940060166356)
(0.9263121221437541, 1.0804860751425722)
(0.45894966986148317, 2.180624199348875)
(0.14331854239920308, 6.981763531379564)
(0.8835649759379145, 1.1324871433275872)
(0.6062705408686889, 1.6505796965756747)
(0.8632235568303808, 1.159484929019724)
(0.5496001769367314, 1.820765666585337)
(0.5201664325087427, 1.923545495964782)
(0.49729927421007336, 2.0124813533745107)
(0.1, 10.00746461341444)
(0.6586889957813703, 1.5192245624002128)
(0.5130025865488052, 1.9504822610270764)
(0.5949088608264815, 1.6826098618274443)
(0.9922967472479592, 1.0084690996820658)
(0.9736724593563, 1.0277058271663702)
(0.9011891066569018, 1.1107421171760472)
(0.7817224022275381, 1.2800197971181566)
(0.42215787764490154, 2.3709261063295717)
(0.7185019575169039, 1.392741347508686)
(0.2108592850215515, 4.746170561650158)
(0.257946952522233, 3.880401758974505)
(0.6469750665107386, 1.5467505999993565)
(0.7644864491552141, 1.3088112427234027)
(0.22315786932597764, 4.485304721772632)
(0.43532854985165853, 2.2990319672492014)
(0.415730394350292, 2.406954241331323)
(0.906756142941157, 1.1035546093449025)
(0.9599316791902626, 1.0426272454945336)
(0.5978444161872767, 1.6735435892291493)
